project,name,version,type,purl,cpe,language,pkg_type,path
Ionic-Ionic_Framework,asynckit,0.4.0,library,pkg:npm/asynckit@0.4.0,cpe:2.3:a:asynckit:asynckit:0.4.0:*:*:*:*:*:*:*,javascript,npm,/packages/angular/test/apps/ng16/package-lock.json
Orient_Technologies-OrientDB,browserslist,1.4.0,library,pkg:npm/browserslist@1.4.0,cpe:2.3:a:browserslist_project:browserslist:1.4.0:*:*:*:*:node.js:*:*,javascript,npm,/studio/yarn.lock
Jahia-Jahia,external-editor,3.1.0,library,pkg:npm/external-editor@3.1.0,cpe:2.3:a:external-editor:external-editor:3.1.0:*:*:*:*:*:*:*,javascript,npm,/war/yarn.lock
GHOST-Ghost,@tryghost/http-cache-utils,0.1.20,library,pkg:npm/%40tryghost/http-cache-utils@0.1.20,cpe:2.3:a:\@tryghost\/http-cache-utils:\@tryghost\/http-cache-utils:0.1.20:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Liferay-Liferay,math-intrinsics,1.0.0,library,pkg:npm/math-intrinsics@1.0.0,cpe:2.3:a:math-intrinsics:math-intrinsics:1.0.0:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-dlfoldertemplate-workspace/yarn.lock
Less-Less,semver,5.7.2,library,pkg:npm/semver@5.7.2,cpe:2.3:a:npmjs:semver:5.7.2:*:*:*:*:node.js:*:*,javascript,npm,/pnpm-lock.yaml
scikit-learn-scikit-learn,actions/checkout,v6,library,pkg:github/actions/checkout@v6,cpe:2.3:a:actions\/checkout:actions\/checkout:v6:*:*:*:*:*:*:*,,github-action,/.github/workflows/bot-lint-comment.yml
Grafana_Labs-Grafana,github.com/mschoch/smat,v0.2.0,library,pkg:golang/github.com/mschoch/smat@v0.2.0,cpe:2.3:a:mschoch:smat:v0.2.0:*:*:*:*:*:*:*,go,go-module,/go.mod
Sentry-Ravenjs,editions,2.3.1,library,pkg:npm/editions@2.3.1,cpe:2.3:a:editions:editions:2.3.1:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Potix_Corporation-ZK,unicode-property-aliases-ecmascript,2.1.0,library,pkg:npm/unicode-property-aliases-ecmascript@2.1.0,cpe:2.3:a:unicode-property-aliases-ecmascript:unicode-property-aliases-ecmascript:2.1.0:*:*:*:*:*:*:*,javascript,npm,/package-lock.json
Countly-Countly,ansi-regex,5.0.1,library,pkg:npm/ansi-regex@5.0.1,cpe:2.3:a:ansi-regex_project:ansi-regex:5.0.1:*:*:*:*:node.js:*:*,javascript,npm,/plugins/hooks/package-lock.json
Meteor_Development_Group_Inc_-Meteor,express,4.21.2,library,pkg:npm/express@4.21.2,cpe:2.3:a:openjsf:express:4.21.2:*:*:*:*:node.js:*:*,javascript,npm,/npm-packages/meteor-rspack/package-lock.json
PrestaShop-Commerce_Software,bjeavons/zxcvbn-php,1.4.1,library,pkg:composer/bjeavons/zxcvbn-php@1.4.1,cpe:2.3:a:bjeavons\/zxcvbn-php:bjeavons\/zxcvbn-php:1.4.1:*:*:*:*:*:*:*,php,php-composer,/composer.lock
XWiki-XWiki,caniuse-lite,1.0.30001764,library,pkg:npm/caniuse-lite@1.0.30001764,cpe:2.3:a:caniuse-lite:caniuse-lite:1.0.30001764:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
The_Apache_Software_Foundation-Apache_Mahout,lodash,4.17.23,library,pkg:npm/lodash@4.17.23,cpe:2.3:a:lodash:lodash:4.17.23:*:*:*:*:node.js:*:*,javascript,npm,/website/package-lock.json
The_Apache_Software_Foundation-Apache_NiFi,nifi-registry-provider-api,2.9.0-SNAPSHOT,library,pkg:maven/org.apache.nifi.registry/nifi-registry-provider-api@2.9.0-SNAPSHOT,cpe:2.3:a:apache:nifi-registry-provider-api:2.9.0-SNAPSHOT:*:*:*:*:*:*:*,java,java-archive,/nifi-registry/nifi-registry-core/nifi-registry-provider-api/pom.xml
GHOST-Ghost,@esbuild/linux-arm,0.21.5,library,pkg:npm/%40esbuild/linux-arm@0.21.5,cpe:2.3:a:\@esbuild\/linux-arm:\@esbuild\/linux-arm:0.21.5:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Shopware_Inc-Shopware,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Shopware_Inc-Shopware/.github/workflows/saas-preview-environment.yaml,,file,,,,,
Grafana_Labs-Grafana,@grafana/faro-web-tracing,2.2.4,library,pkg:npm/%40grafana/faro-web-tracing@2.2.4,cpe:2.3:a:\@grafana\/faro-web-tracing:\@grafana\/faro-web-tracing:2.2.4:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Shopsys_Framework-Shopsys_Framework,signal-exit,3.0.7,library,pkg:npm/signal-exit@3.0.7,cpe:2.3:a:signal-exit:signal-exit:3.0.7:*:*:*:*:*:*:*,javascript,npm,/project-base/storefront/pnpm-lock.yaml
Grafana_Labs-Grafana,github.com/json-iterator/go,v1.1.12,library,pkg:golang/github.com/json-iterator/go@v1.1.12,cpe:2.3:a:json-iterator:go:v1.1.12:*:*:*:*:*:*:*,go,go-module,/apps/alerting/alertenrichment/go.mod
druidio-Druid,/Users/dmk6603/Documents/cloned_repos_oss_swdb/druidio-Druid/extensions-core/orc-extensions/pom.xml,,file,,,,,
The_Apache_Software_Foundation-Apache_Mahout,wasm-bindgen-macro-support,0.2.108,library,pkg:cargo/wasm-bindgen-macro-support@0.2.108,cpe:2.3:a:wasm-bindgen-macro-support:wasm-bindgen-macro-support:0.2.108:*:*:*:*:*:*:*,rust,rust-crate,/qdp/Cargo.lock
Angular-AngularJS,@inquirer/type,4.0.4,library,pkg:npm/%40inquirer/type@4.0.4,cpe:2.3:a:\@inquirer\/type:\@inquirer\/type:4.0.4:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Tilde-Emberjs,isbinaryfile,5.0.7,library,pkg:npm/isbinaryfile@5.0.7,cpe:2.3:a:isbinaryfile:isbinaryfile:5.0.7:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Google-Angular_Material,string-width,7.2.0,library,pkg:npm/string-width@7.2.0,cpe:2.3:a:string-width:string-width:7.2.0:*:*:*:*:*:*:*,javascript,npm,/integration/ng-add/pnpm-lock.yaml
Ionic-Ionic_Framework,json-buffer,3.0.1,library,pkg:npm/json-buffer@3.0.1,cpe:2.3:a:json-buffer:json-buffer:3.0.1:*:*:*:*:*:*:*,javascript,npm,/packages/angular/test/apps/ng17/package-lock.json
Divio_AG-django_CMS,@babel/runtime,7.28.4,library,pkg:npm/%40babel/runtime@7.28.4,cpe:2.3:a:\@babel\/runtime:\@babel\/runtime:7.28.4:*:*:*:*:*:*:*,javascript,npm,/package-lock.json
ec-cube_net-EC-CUBE,react/event-loop,v1.5.0,library,pkg:composer/react/event-loop@v1.5.0,cpe:2.3:a:react\/event-loop:react\/event-loop:v1.5.0:*:*:*:*:*:*:*,php,php-composer,/composer.lock
FACEBOOK-React,postcss-normalize-url,5.1.0,library,pkg:npm/postcss-normalize-url@5.1.0,cpe:2.3:a:postcss-normalize-url:postcss-normalize-url:5.1.0:*:*:*:*:*:*:*,javascript,npm,/fixtures/view-transition/yarn.lock
The_Apache_Software_Foundation-Apache_Tez,broccoli-kitchen-sink-helpers,0.2.9,library,pkg:npm/broccoli-kitchen-sink-helpers@0.2.9,cpe:2.3:a:broccoli-kitchen-sink-helpers:broccoli-kitchen-sink-helpers:0.2.9:*:*:*:*:*:*:*,javascript,npm,/tez-ui/src/main/webapp/yarn.lock
Citrix_Systems_Inc-CloudStack,cloud-plugin-snmp-alerts,4.23.0.0-SNAPSHOT,library,pkg:maven/org.apache.cloudstack/cloud-plugin-snmp-alerts@4.23.0.0-SNAPSHOT,cpe:2.3:a:apache:cloud-plugin-snmp-alerts:4.23.0.0-SNAPSHOT:*:*:*:*:*:*:*,java,java-archive,/plugins/alert-handlers/snmp-alerts/pom.xml
Liferay-Liferay,@esbuild/freebsd-arm64,0.25.12,library,pkg:npm/%40esbuild/freebsd-arm64@0.25.12,cpe:2.3:a:\@esbuild\/freebsd-arm64:\@esbuild\/freebsd-arm64:0.25.12:*:*:*:*:*:*:*,javascript,npm,/modules/yarn.lock
GridGain-GridGain,/Users/dmk6603/Documents/cloned_repos_oss_swdb/GridGain-GridGain/examples-ml/pom.xml,,file,,,,,
Alluxio_Inc_-Alluxio,golang.org/x/mod,v0.4.2,library,pkg:golang/golang.org/x/mod@v0.4.2,cpe:2.3:a:golang:x\/mod:v0.4.2:*:*:*:*:*:*:*,go,go-module,/integration/kubernetes/operator/presto/bin/controller-gen
ECLIPSE-Jetty,jetty-io,12.1.8-SNAPSHOT,library,pkg:maven/org.eclipse.jetty/jetty-io@12.1.8-SNAPSHOT,cpe:2.3:a:org.eclipse.jetty:jetty-io:12.1.8-SNAPSHOT:*:*:*:*:*:*:*,java,java-archive,/jetty-core/jetty-io/pom.xml
Angular-AngularJS,picomatch,2.3.1,library,pkg:npm/picomatch@2.3.1,cpe:2.3:a:jonschlinkert:picomatch:2.3.1:*:*:*:*:node.js:*:*,javascript,npm,/integration/platform-server-hydration/pnpm-lock.yaml
Liferay-Liferay,possible-typed-array-names,1.0.0,library,pkg:npm/possible-typed-array-names@1.0.0,cpe:2.3:a:possible-typed-array-names:possible-typed-array-names:1.0.0:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-dev-workspace/yarn.lock
Grafana_Labs-Grafana,@swagger-api/apidom-parser-adapter-yaml-1-2,1.5.0,library,pkg:npm/%40swagger-api/apidom-parser-adapter-yaml-1-2@1.5.0,cpe:2.3:a:\@swagger-api\/apidom-parser-adapter-yaml-1-2:\@swagger-api\/apidom-parser-adapter-yaml-1-2:1.5.0:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Google-Angular_Material,@pkgjs/parseargs,0.11.0,library,pkg:npm/%40pkgjs/parseargs@0.11.0,cpe:2.3:a:\@pkgjs\/parseargs:\@pkgjs\/parseargs:0.11.0:*:*:*:*:*:*:*,javascript,npm,/integration/yarn-pnp-compat/yarn.lock
Civilized_Discourse_Construction_Kit_Inc_-Discourse,semver,5.7.2,library,pkg:npm/semver@5.7.2,cpe:2.3:a:npmjs:semver:5.7.2:*:*:*:*:node.js:*:*,javascript,npm,/pnpm-lock.yaml
Liferay-Liferay,@babel/compat-data,7.28.4,library,pkg:npm/%40babel/compat-data@7.28.4,cpe:2.3:a:\@babel\/compat-data:\@babel\/compat-data:7.28.4:*:*:*:*:*:*:*,javascript,npm,/modules/yarn.lock
Google-Angular_Material,hono,4.12.8,library,pkg:npm/hono@4.12.8,cpe:2.3:a:hono:hono:4.12.8:*:*:*:*:node.js:*:*,javascript,npm,/pnpm-lock.yaml
Google-Angular_Material,schema-utils,4.3.2,library,pkg:npm/schema-utils@4.3.2,cpe:2.3:a:schema-utils:schema-utils:4.3.2:*:*:*:*:*:*:*,javascript,npm,/integration/yarn-pnp-compat/yarn.lock
Kubernetes-k8s,github.com/mitchellh/go-homedir,v1.1.0,library,pkg:golang/github.com/mitchellh/go-homedir@v1.1.0,cpe:2.3:a:mitchellh:go-homedir:v1.1.0:*:*:*:*:*:*:*,go,go-module,/hack/tools/golangci-lint/go.mod
Opscode-Opscode_Chef,addressable,2.8.8,library,pkg:gem/addressable@2.8.8,cpe:2.3:a:addressable:addressable:2.8.8:*:*:*:*:*:*:*,ruby,gem,/Gemfile.lock
Tilde-Emberjs,@webassemblyjs/wasm-opt,1.14.1,library,pkg:npm/%40webassemblyjs/wasm-opt@1.14.1,cpe:2.3:a:\@webassemblyjs\/wasm-opt:\@webassemblyjs\/wasm-opt:1.14.1:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Cask_Data-Cask_Data_Application_Platform,azure-storage,2.2.0,library,pkg:maven/com.microsoft.azure/azure-storage@2.2.0,cpe:2.3:a:com.microsoft.azure:azure-storage:2.2.0:*:*:*:*:*:*:*,java,java-archive,/cdap-standalone/pom.xml
Meteor_Development_Group_Inc_-Meteor,fast-uri,3.0.6,library,pkg:npm/fast-uri@3.0.6,cpe:2.3:a:fast-uri:fast-uri:3.0.6:*:*:*:*:*:*:*,javascript,npm,/npm-packages/meteor-rspack/package-lock.json
The_Apache_Software_Foundation-Apache_Ambari,levn,0.2.5,library,pkg:npm/levn@0.2.5,cpe:2.3:a:levn:levn:0.2.5:*:*:*:*:*:*:*,javascript,npm,/ambari-web/yarn.lock
Google-Angular_Material,socks,2.8.4,library,pkg:npm/socks@2.8.4,cpe:2.3:a:socks:socks:2.8.4:*:*:*:*:*:*:*,javascript,npm,/integration/ng-add-standalone/pnpm-lock.yaml
Liferay-Liferay,eslint-plugin-react,7.23.1,library,pkg:npm/eslint-plugin-react@7.23.1,cpe:2.3:a:eslint-plugin-react:eslint-plugin-react:7.23.1:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-aicontentwizard-workspace/yarn.lock
The_Apache_Software_Foundation-Apache_Ambari,isexe,2.0.0,library,pkg:npm/isexe@2.0.0,cpe:2.3:a:isexe:isexe:2.0.0:*:*:*:*:*:*:*,javascript,npm,/contrib/views/files/src/main/resources/ui/yarn.lock
Dart-Dart,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Dart-Dart/tests/ffi/pubspec.yaml,,file,,,,,
Grafana_Labs-Grafana,grafana/writers-toolkit/publish-technical-documentation,publish-technical-documentation/v1,library,pkg:github/grafana/writers-toolkit@publish-technical-documentation%2Fv1#publish-technical-documentation,cpe:2.3:a:grafana\/writers-toolkit\/publish-technical-documentation:grafana\/writers-toolkit\/publish-technical-documentation:publish-technical-documentation\/v1:*:*:*:*:*:*:*,,github-action,/.github/workflows/publish-technical-documentation-next.yml
The_Apache_Software_Foundation-Apache_Ambari,/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Ambari/ambari-agent/pom.xml,,file,,,,,
Grafana_Labs-Grafana,github.com/hashicorp/go-multierror,v1.1.1,library,pkg:golang/github.com/hashicorp/go-multierror@v1.1.1,cpe:2.3:a:hashicorp:go-multierror:v1.1.1:*:*:*:*:*:*:*,go,go-module,/apps/dashboard/go.mod
FACEBOOK-HHVM,wasip2,1.0.1+wasi-0.2.4,library,pkg:cargo/wasip2@1.0.1%2Bwasi-0.2.4,cpe:2.3:a:wasip2:wasip2:1.0.1\+wasi-0.2.4:*:*:*:*:*:*:*,rust,rust-crate,/hphp/hack/src/Cargo.lock
Less-Less,source-map,0.5.7,library,pkg:npm/source-map@0.5.7,cpe:2.3:a:source-map:source-map:0.5.7:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
FACEBOOK-React,css-select,1.2.0,library,pkg:npm/css-select@1.2.0,cpe:2.3:a:css-select:css-select:1.2.0:*:*:*:*:*:*:*,javascript,npm,/fixtures/fiber-debugger/yarn.lock
Concrete5-Concrete5,rimraf,3.0.2,library,pkg:npm/rimraf@3.0.2,cpe:2.3:a:isaacs:rimraf:3.0.2:*:*:*:*:node.js:*:*,javascript,npm,/build/package-lock.json
Liferay-Liferay,babel-helper-remove-or-void,0.4.3,library,pkg:npm/babel-helper-remove-or-void@0.4.3,cpe:2.3:a:babel-helper-remove-or-void:babel-helper-remove-or-void:0.4.3:*:*:*:*:*:*:*,javascript,npm,/modules/dxp/apps/osb/osb-faro/osb-faro-theme/package-lock.json
Grafana_Labs-Grafana,golang.org/x/text,v0.34.0,library,pkg:golang/golang.org/x/text@v0.34.0,cpe:2.3:a:golang:text:v0.34.0:*:*:*:*:*:*:*,go,go-module,/apps/iam/go.mod
dotCMS-dotCMS,uuid,11.1.0,library,pkg:npm/uuid@11.1.0,cpe:2.3:a:uuid:uuid:11.1.0:*:*:*:*:*:*:*,javascript,npm,/core-web/yarn.lock
Grafana_Labs-Grafana,go.opentelemetry.io/proto/otlp,v1.9.0,library,pkg:golang/go.opentelemetry.io/proto/otlp@v1.9.0,cpe:2.3:a:proto:otlp:v1.9.0:*:*:*:*:*:*:*,go,go-module,/apps/playlist/go.mod
Angular-AngularJS,@angular-devkit/schematics,22.0.0-next.3,library,pkg:npm/%40angular-devkit/schematics@22.0.0-next.3,cpe:2.3:a:\@angular-devkit\/schematics:\@angular-devkit\/schematics:22.0.0-next.3:*:*:*:*:*:*:*,javascript,npm,/integration/legacy-animations-async/pnpm-lock.yaml
Citrix_Systems_Inc-CloudStack,uuid,3.4.0,library,pkg:npm/uuid@3.4.0,cpe:2.3:a:uuid:uuid:3.4.0:*:*:*:*:*:*:*,javascript,npm,/ui/package-lock.json
Angular-AngularJS,yargs,15.4.1,library,pkg:npm/yargs@15.4.1,cpe:2.3:a:yargs:yargs:15.4.1:*:*:*:*:*:*:*,javascript,npm,/integration/platform-server-hydration/pnpm-lock.yaml
Apollo_GraphQL-Apollo_Client,serve,14.2.4,library,pkg:npm/serve@14.2.4,cpe:2.3:a:serve:serve:14.2.4:*:*:*:*:*:*:*,javascript,npm,/integration-tests/pnpm-lock.yaml
FACEBOOK-React_Native,benchmark,0.4.0,library,pkg:gem/benchmark@0.4.0,cpe:2.3:a:benchmark:benchmark:0.4.0:*:*:*:*:*:*:*,ruby,gem,/private/helloworld/Gemfile.lock
Ruby_on_Rails-Ruby_on_Rails,rubocop-ast,1.46.0,library,pkg:gem/rubocop-ast@1.46.0,cpe:2.3:a:rubocop-ast:rubocop-ast:1.46.0:*:*:*:*:*:*:*,ruby,gem,/Gemfile.lock
EllisLab-EllisLab_ExpressionEngine,yallist,4.0.0,library,pkg:npm/yallist@4.0.0,cpe:2.3:a:yallist:yallist:4.0.0:*:*:*:*:*:*:*,javascript,npm,/frontedit/package-lock.json
Civilized_Discourse_Construction_Kit_Inc_-Discourse,cmd-shim,6.0.3,library,pkg:npm/cmd-shim@6.0.3,cpe:2.3:a:cmd-shim:cmd-shim:6.0.3:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Angular-AngularJS,uri-js,4.4.1,library,pkg:npm/uri-js@4.4.1,cpe:2.3:a:garycourt:uri-js:4.4.1:*:*:*:*:node.js:*:*,javascript,npm,/integration/ng_elements/pnpm-lock.yaml
Thelia-Thelia,babel-plugin-transform-react-remove-prop-types,0.4.24,library,pkg:npm/babel-plugin-transform-react-remove-prop-types@0.4.24,cpe:2.3:a:babel-plugin-transform-react-remove-prop-types:babel-plugin-transform-react-remove-prop-types:0.4.24:*:*:*:*:*:*:*,javascript,npm,/templates/frontOffice/modern/yarn.lock
CFEngine-CFEngine,/Users/dmk6603/Documents/cloned_repos_oss_swdb/CFEngine-CFEngine/.github/workflows/valgrind.yml,,file,,,,,
Meteor_Development_Group_Inc_-Meteor,fs-constants,1.0.0,library,pkg:npm/fs-constants@1.0.0,cpe:2.3:a:fs-constants:fs-constants:1.0.0:*:*:*:*:*:*:*,javascript,npm,/tools/tests/apps/ecmascript-regression/package-lock.json
Liferay-Liferay,liferay-frontend-common-css,1.0.4,library,pkg:npm/liferay-frontend-common-css@1.0.4,cpe:2.3:a:liferay-frontend-common-css:liferay-frontend-common-css:1.0.4:*:*:*:*:*:*:*,javascript,npm,/modules/yarn.lock
PowerDNS-DNS_Server,flagset,0.4.7,library,pkg:cargo/flagset@0.4.7,cpe:2.3:a:flagset:flagset:0.4.7:*:*:*:*:*:*:*,rust,rust-crate,/pdns/recursordist/rec-rust-lib/rust/Cargo.lock
dotCMS-dotCMS,is-stream,4.0.1,library,pkg:npm/is-stream@4.0.1,cpe:2.3:a:is-stream:is-stream:4.0.1:*:*:*:*:*:*:*,javascript,npm,/core-web/yarn.lock
The_Apache_Software_Foundation-Apache_Ambari,tweetnacl,0.14.5,library,pkg:npm/tweetnacl@0.14.5,cpe:2.3:a:tweetnacl:tweetnacl:0.14.5:*:*:*:*:*:*:*,javascript,npm,/contrib/views/wfmanager/src/main/resources/ui/yarn.lock
Selenium-Selenium,jruby-core,9.4.12.0,library,pkg:maven/org.jruby/jruby-core@9.4.12.0,cpe:2.3:a:jruby-core:jruby-core:9.4.12.0:*:*:*:*:*:*:*,java,java-archive,/third_party/jruby/jruby-complete.jar
Liferay-Liferay,@types/is-function,1.0.3,library,pkg:npm/%40types/is-function@1.0.3,cpe:2.3:a:\@types\/is-function:\@types\/is-function:1.0.3:*:*:*:*:*:*:*,javascript,npm,/modules/yarn.lock
Kubernetes-k8s,github.com/spf13/pflag,v1.0.9,library,pkg:golang/github.com/spf13/pflag@v1.0.9,cpe:2.3:a:spf13:pflag:v1.0.9:*:*:*:*:*:*:*,go,go-module,/staging/src/k8s.io/kube-proxy/go.mod
Sun_Microsystems-GlassFish,osgi.core,6.0.0,library,pkg:maven/org.osgi/osgi.core@6.0.0,cpe:2.3:a:osgi.core:osgi.core:6.0.0:*:*:*:*:*:*:*,java,java-archive,/appserver/tests/appserv-tests/devtests/web/osgiServlet/osgi-servlet/pom.xml
Meteor_Development_Group_Inc_-Meteor,babel-helper-evaluate-path,0.5.0,library,pkg:npm/babel-helper-evaluate-path@0.5.0,cpe:2.3:a:babel-helper-evaluate-path:babel-helper-evaluate-path:0.5.0:*:*:*:*:*:*:*,javascript,npm,/npm-packages/meteor-babel/package-lock.json
FACEBOOK-HHVM,buffer,6.0.3,library,pkg:npm/buffer@6.0.3,cpe:2.3:a:buffer:buffer:6.0.3:*:*:*:*:*:*:*,javascript,npm,/hphp/hack/website/yarn.lock
Orient_Technologies-OrientDB,check-error,1.0.3,library,pkg:npm/check-error@1.0.3,cpe:2.3:a:check-error:check-error:1.0.3:*:*:*:*:*:*:*,javascript,npm,/studio/yarn.lock
The_Apache_Software_Foundation-Apache_Hadoop,source-map,0.1.43,library,pkg:npm/source-map@0.1.43,cpe:2.3:a:source-map:source-map:0.1.43:*:*:*:*:*:*:*,javascript,npm,/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-ui/src/main/webapp/yarn.lock
Shopware_Inc-Shopware,path-key,3.1.1,library,pkg:npm/path-key@3.1.1,cpe:2.3:a:path-key:path-key:3.1.1:*:*:*:*:*:*:*,javascript,npm,/src/Storefront/Resources/app/storefront/package-lock.json
FACEBOOK-Presto,@humanwhocodes/module-importer,1.0.1,library,pkg:npm/%40humanwhocodes/module-importer@1.0.1,cpe:2.3:a:\@humanwhocodes\/module-importer:\@humanwhocodes\/module-importer:1.0.1:*:*:*:*:*:*:*,javascript,npm,/presto-ui/src/yarn.lock
Angular-AngularJS,@esbuild/openbsd-x64,0.27.3,library,pkg:npm/%40esbuild/openbsd-x64@0.27.3,cpe:2.3:a:\@esbuild\/openbsd-x64:\@esbuild\/openbsd-x64:0.27.3:*:*:*:*:*:*:*,javascript,npm,/integration/platform-server-hydration/pnpm-lock.yaml
druidio-Druid,defer-to-connect,2.0.1,library,pkg:npm/defer-to-connect@2.0.1,cpe:2.3:a:defer-to-connect:defer-to-connect:2.0.1:*:*:*:*:*:*:*,javascript,npm,/website/package-lock.json
ECLIPSE-Jetty,jetty-servlet5-demo-async-rest-jar,12.1.8-SNAPSHOT,library,pkg:maven/org.eclipse.jetty.demos/jetty-servlet5-demo-async-rest-jar@12.1.8-SNAPSHOT,cpe:2.3:a:jetty-servlet5-demo-async-rest-jar:jetty-servlet5-demo-async-rest-jar:12.1.8-SNAPSHOT:*:*:*:*:*:*:*,java,java-archive,/jetty-demos/jetty-servlet5-demos/jetty-servlet5-demo-async-rest/jetty-servlet5-demo-async-rest-jar/pom.xml
FACEBOOK-HHVM,@svgr/babel-preset,6.5.1,library,pkg:npm/%40svgr/babel-preset@6.5.1,cpe:2.3:a:\@svgr\/babel-preset:\@svgr\/babel-preset:6.5.1:*:*:*:*:*:*:*,javascript,npm,/third-party/watchman/src/website/yarn.lock
FACEBOOK-HHVM,unist-util-visit,2.0.3,library,pkg:npm/unist-util-visit@2.0.3,cpe:2.3:a:unist-util-visit:unist-util-visit:2.0.3:*:*:*:*:*:*:*,javascript,npm,/third-party/watchman/src/website/yarn.lock
The_Apache_Software_Foundation-Apache_Tez,graceful-fs,4.1.11,library,pkg:npm/graceful-fs@4.1.11,cpe:2.3:a:graceful-fs:graceful-fs:4.1.11:*:*:*:*:*:*:*,javascript,npm,/tez-ui/src/main/webapp/yarn.lock
Liferay-Liferay,esquery,1.6.0,library,pkg:npm/esquery@1.6.0,cpe:2.3:a:esquery:esquery:1.6.0:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-tryitnow-workspace/yarn.lock
Liferay-Liferay,@esbuild/linux-s390x,0.17.19,library,pkg:npm/%40esbuild/linux-s390x@0.17.19,cpe:2.3:a:\@esbuild\/linux-s390x:\@esbuild\/linux-s390x:0.17.19:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-testray-workspace/client-extensions/liferay-testray-etc-jira/yarn.lock
Data_Driven_Documents-D3js,d3-time,3.1.0,library,pkg:npm/d3-time@3.1.0,cpe:2.3:a:d3-time:d3-time:3.1.0:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Sentry-Ravenjs,node-addon-api,3.2.1,library,pkg:npm/node-addon-api@3.2.1,cpe:2.3:a:node-addon-api:node-addon-api:3.2.1:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
dotCMS-dotCMS,@types/istanbul-reports,3.0.4,library,pkg:npm/%40types/istanbul-reports@3.0.4,cpe:2.3:a:\@types\/istanbul-reports:\@types\/istanbul-reports:3.0.4:*:*:*:*:*:*:*,javascript,npm,/core-web/yarn.lock
Angular-AngularJS,@esbuild/linux-arm64,0.27.3,library,pkg:npm/%40esbuild/linux-arm64@0.27.3,cpe:2.3:a:\@esbuild\/linux-arm64:\@esbuild\/linux-arm64:0.27.3:*:*:*:*:*:*:*,javascript,npm,/integration/platform-server-zoneless/pnpm-lock.yaml
Sentry-Ravenjs,broccoli-middleware,2.1.1,library,pkg:npm/broccoli-middleware@2.1.1,cpe:2.3:a:broccoli-middleware:broccoli-middleware:2.1.1:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Kubernetes-k8s,github.com/munnerz/goautoneg,v0.0.0-20191010083416-a7dc8b61c822,library,pkg:golang/github.com/munnerz/goautoneg@v0.0.0-20191010083416-a7dc8b61c822,cpe:2.3:a:munnerz:goautoneg:v0.0.0-20191010083416-a7dc8b61c822:*:*:*:*:*:*:*,go,go-module,/staging/src/k8s.io/sample-controller/go.mod
Sentry-Ravenjs,@hapi/cryptiles,6.0.1,library,pkg:npm/%40hapi/cryptiles@6.0.1,cpe:2.3:a:\@hapi\/cryptiles:\@hapi\/cryptiles:6.0.1:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Grafana_Labs-Grafana,google.golang.org/protobuf,v1.36.11,library,pkg:golang/google.golang.org/protobuf@v1.36.11,cpe:2.3:a:google:protobuf:v1.36.11:*:*:*:*:*:*:*,go,go-module,/apps/preferences/go.mod
Angular-AngularJS,yargs,17.7.2,library,pkg:npm/yargs@17.7.2,cpe:2.3:a:yargs:yargs:17.7.2:*:*:*:*:*:*:*,javascript,npm,/integration/trusted-types/pnpm-lock.yaml
Civilized_Discourse_Construction_Kit_Inc_-Discourse,stackprof,0.2.28,library,pkg:gem/stackprof@0.2.28,cpe:2.3:a:ruby-lang:stackprof:0.2.28:*:*:*:*:*:*:*,ruby,gem,/Gemfile.lock
Angular-AngularJS,wrap-ansi,9.0.2,library,pkg:npm/wrap-ansi@9.0.2,cpe:2.3:a:wrap-ansi:wrap-ansi:9.0.2:*:*:*:*:*:*:*,javascript,npm,/integration/cli-hello-world-ivy-i18n/pnpm-lock.yaml
GHOST-Ghost,heimdalljs-logger,0.1.10,library,pkg:npm/heimdalljs-logger@0.1.10,cpe:2.3:a:heimdalljs-logger:heimdalljs-logger:0.1.10:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
